ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
3685612,Male,Yes,42,Yes,Artist,0,Average,2,Cat_6
3745301,Female,No,33,Yes,Doctor,1,Low,1,Cat_6
4065710,Male,Yes,35,No,Healthcare,1,Low,5,Cat_6
3547077,Female,Yes,46,No,Engineer,0,High,3,Cat_4
3433340,Female,No,67,Yes,Artist,0,Low,2,Cat_6
3778267,Female,No,35,No,Artist,7,Low,2,Cat_6
3822453,Male,No,28,No,Doctor,8,Low,3,Cat_6
3337449,Female,No,43,No,Doctor,8,Low,1,Cat_4
3664287,Female,Yes,40,No,Artist,3,Average,,Cat_6
4152285,Female,Yes,73,Yes,Artist,0,Average,3,Cat_1
3811328,Female,No,21,No,Healthcare,8,Low,4,Cat_6
3444022,Female,No,32,No,Doctor,1,Low,3,Cat_4
4156601,Female,No,36,No,,,Low,,Cat_4
3517309,Male,No,32,Yes,Artist,13,Low,3,Cat_6
3637802,Male,No,25,No,Homemaker,14,Low,3,Cat_5
4084870,Female,No,40,Yes,Artist,5,Low,1,Cat_6
3789478,Female,No,19,No,Healthcare,0,Low,3,Cat_6
4014778,Male,Yes,48,Yes,Executive,5,High,5,Cat_6
3709563,Female,No,36,Yes,Artist,3,Low,3,Cat_6
3946382,Male,No,27,No,Healthcare,1,Low,3,Cat_6
3335295,Female,Yes,82,No,Entertainment,0,High,2,Cat_6
3702451,Male,No,23,No,Healthcare,9,Low,4,Cat_6
4016982,Male,No,30,Yes,Entertainment,14,Low,3,Cat_6
3298115,Male,No,30,Yes,Entertainment,8,Low,4,Cat_6
3403409,Male,No,30,Yes,Healthcare,1,Low,3,Cat_6
3975911,Male,No,28,Yes,Entertainment,1,Low,5,Cat_6
4156127,Male,Yes,60,Yes,Artist,0,Low,2,Cat_4
3926073,Female,Yes,52,Yes,Artist,1,Average,2,Cat_6
4196564,Female,No,19,No,Healthcare,,Low,,Cat_3
3408245,Female,No,19,No,Healthcare,0,Low,2,Cat_6
3764540,Male,Yes,40,No,Executive,1,Low,5,Cat_5
3615936,Male,No,38,Yes,Entertainment,8,Low,1,Cat_6
4219846,Female,Yes,71,Yes,Entertainment,1,Average,2,Cat_6
3561582,Female,No,40,Yes,Engineer,1,Low,3,Cat_3
3754900,Male,Yes,68,Yes,Artist,0,High,2,Cat_6
4208953,Male,Yes,50,Yes,Entertainment,,Low,4,Cat_6
3764035,Male,No,21,No,Healthcare,0,Low,4,Cat_6
3445206,Male,No,29,Yes,Healthcare,,Low,3,Cat_6
3287833,Female,,29,Yes,Entertainment,0,High,1,Cat_1
4174266,Female,Yes,39,No,Engineer,1,Average,4,Cat_4
3516574,Male,Yes,41,Yes,Executive,0,Low,4,Cat_6
3728925,Male,No,28,No,Doctor,,Low,1,Cat_6
3405678,Female,No,22,No,Healthcare,0,Low,3,Cat_2
3616814,Male,No,35,Yes,Artist,,Low,1,Cat_6
3367155,Female,Yes,49,Yes,Artist,3,Low,2,Cat_6
3428167,Female,Yes,26,Yes,Healthcare,8,Low,2,Cat_3
3759180,Female,No,33,No,Healthcare,,Low,1,Cat_4
3577064,Female,No,27,No,Engineer,0,Low,2,Cat_3
3475354,Female,No,50,No,Entertainment,8,Low,2,Cat_6
3629391,Female,Yes,37,Yes,Homemaker,5,Low,2,Cat_4
3868984,Male,No,43,Yes,Marketing,0,Low,2,Cat_6
3846372,Male,No,35,Yes,Entertainment,13,Low,1,Cat_6
3581329,Female,Yes,50,Yes,Artist,1,Low,1,Cat_6
4007987,Male,No,31,Yes,Artist,7,Low,1,Cat_4
3278732,Female,Yes,29,No,Engineer,,High,2,Cat_6
3896955,Female,No,20,No,Healthcare,0,Low,2,Cat_6
3961800,Male,Yes,66,Yes,Entertainment,1,Average,2,Cat_6
3494979,Male,Yes,37,Yes,Healthcare,1,Average,2,Cat_4
3615864,Male,Yes,52,Yes,Artist,2,Average,2,Cat_6
4184658,Male,Yes,45,Yes,Executive,7,High,5,Cat_6
3306208,Female,No,27,Yes,Healthcare,2,Low,6,Cat_6
4166628,Female,Yes,46,Yes,Artist,1,High,4,Cat_6
3495617,Female,Yes,43,No,Doctor,9,Low,1,Cat_2
3978051,Female,No,32,No,Doctor,8,Low,6,Cat_6
4136346,Male,Yes,87,Yes,Lawyer,9,Low,4,Cat_6
3959270,Female,Yes,40,Yes,Engineer,,Average,5,Cat_3
4017575,Male,No,59,Yes,Artist,1,Low,2,Cat_6
3325964,Male,Yes,63,Yes,Artist,1,Average,3,Cat_6
3483338,Male,No,23,No,,0,Low,8,Cat_4
3875411,Female,Yes,65,No,Lawyer,,High,2,Cat_6
3787872,Male,No,47,Yes,Artist,0,Low,1,Cat_6
3896037,Female,Yes,45,Yes,Artist,9,Low,2,Cat_6
3493732,Male,Yes,79,No,Lawyer,0,Low,1,Cat_6
3479738,Male,Yes,65,No,Entertainment,1,High,2,Cat_6
3806074,Female,No,38,Yes,Healthcare,0,Low,2,Cat_6
3384307,Female,Yes,28,Yes,Healthcare,,Low,2,Cat_6
3393636,Male,No,20,No,Healthcare,2,Low,3,Cat_4
3289315,Female,Yes,36,Yes,Artist,1,Low,2,Cat_6
4023634,Male,No,22,No,Healthcare,0,Low,4,Cat_6
3484316,Male,Yes,56,No,Healthcare,0,High,4,Cat_7
3753826,Female,No,32,Yes,Doctor,5,Low,3,Cat_4
3601406,Female,No,33,Yes,Healthcare,1,Low,1,Cat_6
3565475,Female,Yes,68,Yes,Artist,1,High,2,Cat_6
3639969,Male,Yes,53,Yes,Artist,,Average,3,Cat_6
3504367,Female,Yes,38,Yes,Artist,7,Average,3,Cat_1
3481592,Male,No,22,No,Healthcare,,Low,5,Cat_2
3689751,Female,Yes,49,Yes,Artist,0,High,4,Cat_6
3806413,Male,Yes,43,Yes,Artist,,Low,2,Cat_6
3679259,Female,No,33,No,Doctor,0,Low,1,Cat_3
4048765,Female,Yes,57,Yes,Artist,1,High,2,Cat_6
3716284,Female,Yes,65,Yes,Lawyer,2,Low,6,Cat_1
4039468,Female,,50,Yes,Artist,,High,1,
3353133,Male,Yes,36,Yes,Entertainment,0,Average,2,Cat_6
3664426,Female,Yes,43,No,Engineer,4,Average,7,Cat_4
3544752,Female,No,18,No,Entertainment,1,Low,5,Cat_2
4064768,Female,Yes,43,No,Engineer,1,Average,2,Cat_6
3679257,Male,Yes,75,Yes,Lawyer,0,Low,1,Cat_6
3428348,Female,Yes,27,No,Marketing,,High,4,Cat_6
4107611,Male,Yes,39,Yes,Healthcare,11,Average,2,Cat_6
3413270,Male,Yes,61,Yes,Artist,2,Low,2,Cat_6
4167452,Female,Yes,73,Yes,Lawyer,,Low,5,Cat_1
3568982,Male,No,26,Yes,Engineer,0,Low,5,Cat_4
3406908,Male,Yes,52,Yes,Artist,7,Average,4,Cat_6
3486659,Male,Yes,50,Yes,Artist,1,Low,1,Cat_6
3452401,Female,No,51,Yes,Artist,1,Low,1,Cat_4
4225264,Male,Yes,50,No,Artist,1,Average,3,Cat_6
4221799,Male,Yes,53,Yes,Executive,9,High,5,Cat_4
4042877,Male,Yes,40,No,Executive,5,Low,4,Cat_6
4177913,Female,Yes,86,No,Lawyer,,Low,1,Cat_6
3992457,Female,No,26,No,Healthcare,0,Low,3,Cat_5
4193427,Male,No,32,No,Entertainment,9,Low,4,Cat_6
3582490,Female,No,22,No,Healthcare,5,Low,3,Cat_2
3493112,Female,Yes,36,Yes,Artist,1,Average,4,Cat_6
4145422,Female,,62,Yes,Artist,4,Average,3,Cat_6
3863766,Female,Yes,69,No,Doctor,0,Low,1,Cat_3
3869724,Female,No,39,Yes,Entertainment,1,Low,2,Cat_4
4167393,Female,Yes,81,No,Doctor,0,High,2,Cat_6
3951380,Female,No,28,No,Healthcare,9,Low,2,Cat_6
4084911,Male,No,28,Yes,Healthcare,6,Low,5,Cat_2
3874064,Male,No,52,Yes,Entertainment,1,Low,5,Cat_4
3805667,Female,Yes,40,Yes,Artist,4,Average,5,Cat_6
4028930,Male,No,68,Yes,Lawyer,0,Low,,Cat_6
3366533,Female,Yes,37,No,Artist,0,Average,2,Cat_4
3599992,Male,No,26,No,Marketing,1,Low,5,Cat_6
3911737,Female,No,31,No,Homemaker,8,Low,1,Cat_6
4042871,Female,Yes,68,Yes,Lawyer,0,Low,2,Cat_6
4206121,Male,Yes,42,Yes,Artist,1,Average,3,Cat_6
3694012,Female,Yes,56,Yes,Artist,1,Average,6,Cat_5
3572294,Male,Yes,37,No,Entertainment,1,Low,2,Cat_6
3489938,Male,Yes,58,Yes,Artist,1,Low,1,Cat_6
3943023,Male,No,33,Yes,Artist,7,Low,1,Cat_6
3525466,Female,No,31,No,Homemaker,8,Low,1,Cat_4
3645510,Female,No,27,Yes,Healthcare,0,Low,3,Cat_2
3966462,Male,No,25,No,Healthcare,7,Low,4,Cat_4
3845335,Male,Yes,51,Yes,Entertainment,1,Average,2,Cat_6
4166886,Male,Yes,37,No,Engineer,8,Average,3,Cat_4
3572748,Male,Yes,69,Yes,Executive,1,Average,4,Cat_6
3867976,Female,Yes,45,No,Doctor,1,Low,1,Cat_6
4039199,Male,Yes,38,Yes,Artist,0,Low,2,Cat_6
3611900,Male,Yes,51,Yes,Artist,,Average,4,Cat_2
4053848,Female,No,19,No,Healthcare,0,Low,4,Cat_6
3441136,Female,No,32,Yes,Healthcare,6,Low,3,Cat_6
3786276,Male,No,31,Yes,Artist,1,Low,5,Cat_6
3432592,Male,No,19,No,Healthcare,13,Low,3,Cat_3
3964410,Male,Yes,41,Yes,Entertainment,0,Average,3,Cat_4
3973943,Female,No,39,No,Entertainment,,Low,6,Cat_3
3473821,Male,No,21,No,Healthcare,1,Low,4,Cat_3
4008069,Female,No,30,No,Healthcare,0,Low,,Cat_6
3465349,Male,No,23,No,Healthcare,0,Low,6,Cat_3
3455089,Male,Yes,65,No,Entertainment,0,Average,2,Cat_6
4104613,Male,No,31,No,Executive,4,Low,5,Cat_1
3564706,Female,Yes,74,Yes,Lawyer,,Low,,Cat_6
3473406,Female,Yes,73,No,Artist,1,High,2,Cat_6
3339133,Male,Yes,42,Yes,Doctor,9,Low,2,Cat_6
3922459,Male,No,47,Yes,Artist,0,Low,1,Cat_3
4013685,Female,No,19,No,Healthcare,0,Low,5,Cat_2
3527752,Male,Yes,45,No,Executive,3,Low,9,Cat_4
3889285,Female,No,25,No,Marketing,,Low,7,Cat_2
3325582,Female,No,28,Yes,Entertainment,0,Low,3,Cat_6
3762550,Female,Yes,40,Yes,Artist,,Average,2,Cat_4
3334594,Female,,40,No,Engineer,1,Low,4,Cat_3
3752522,Female,No,30,Yes,Doctor,8,Low,,Cat_4
3882240,Female,Yes,50,Yes,Engineer,1,Average,4,Cat_4
4201782,Male,No,26,Yes,Healthcare,8,Low,2,Cat_6
3848890,Male,Yes,82,Yes,Lawyer,0,Low,1,Cat_6
3714788,Male,Yes,33,Yes,Healthcare,0,Low,2,Cat_7
3605636,Male,No,50,No,Marketing,1,Low,2,Cat_7
3734264,Male,Yes,83,No,Lawyer,0,Low,1,Cat_6
3529836,Female,No,37,Yes,Artist,9,Low,1,Cat_6
3422013,Male,Yes,37,Yes,Artist,6,Average,2,Cat_3
3545689,Male,Yes,55,No,Lawyer,1,High,3,Cat_6
3358427,Male,Yes,61,Yes,Artist,0,Low,2,Cat_3
4096753,Female,Yes,39,Yes,Artist,3,Low,1,Cat_6
3491756,Male,Yes,40,Yes,Artist,0,Low,2,Cat_6
3288980,Male,Yes,55,Yes,Artist,2,Low,1,Cat_6
3992151,Male,Yes,50,Yes,Healthcare,1,Average,1,Cat_6
3799524,Male,No,26,Yes,Doctor,13,Low,3,Cat_6
3529947,Female,No,53,Yes,Artist,1,Low,1,Cat_6
3361043,Female,No,28,Yes,Healthcare,,Low,5,Cat_6
4167013,Female,No,32,Yes,Artist,7,Low,3,Cat_6
3454551,Female,No,31,Yes,Marketing,0,Low,1,Cat_6
4059864,Male,No,30,No,Healthcare,0,Low,4,Cat_6
3504297,Female,No,31,Yes,Doctor,0,Low,4,Cat_3
3507114,Male,Yes,47,Yes,Artist,4,Low,1,Cat_3
4004244,Male,Yes,49,Yes,Artist,3,Average,2,Cat_6
4172608,Male,Yes,37,Yes,Executive,1,High,3,Cat_6
3722990,Male,Yes,47,Yes,Artist,13,Average,4,Cat_6
3539998,Male,Yes,52,Yes,Executive,0,High,2,Cat_6
3303008,Female,No,20,No,Entertainment,,Low,7,Cat_3
3848629,Male,Yes,79,No,Lawyer,0,High,2,Cat_6
4049504,Male,Yes,47,No,Executive,1,High,6,Cat_6
4058753,Female,No,20,,Healthcare,1,Low,4,Cat_6
4099911,Male,No,23,No,Healthcare,1,Low,4,Cat_6
3944260,Female,No,29,No,Engineer,9,Low,4,Cat_4
3809063,Female,No,33,Yes,Engineer,10,Low,1,Cat_6
3954509,Male,No,21,No,Healthcare,0,Low,4,Cat_3
4016671,Male,No,18,No,Healthcare,8,Low,4,Cat_6
4057204,Male,Yes,70,Yes,Lawyer,0,High,2,Cat_6
3295377,Female,Yes,56,Yes,Artist,0,Average,2,Cat_6
4089572,Male,Yes,42,Yes,Artist,2,Average,2,Cat_6
3809879,Female,No,28,No,Healthcare,1,Low,2,Cat_6
3849243,Male,Yes,41,Yes,Executive,,High,4,Cat_4
4045597,Male,Yes,81,Yes,Lawyer,9,Low,1,Cat_6
3597521,Male,No,30,Yes,Artist,9,Low,2,Cat_6
3274795,Male,Yes,53,No,Lawyer,0,Low,2,Cat_6
3387955,Male,No,26,Yes,Executive,9,Low,4,Cat_6
3796970,Male,Yes,51,Yes,Artist,1,Low,3,Cat_6
3517807,Male,No,19,No,Artist,9,Low,7,Cat_7
3429394,Male,Yes,75,Yes,Lawyer,0,High,2,Cat_6
3846264,Female,Yes,51,Yes,Engineer,0,Low,1,Cat_6
3524534,Female,Yes,70,Yes,Homemaker,3,Low,2,Cat_6
3784617,Female,No,38,Yes,Doctor,0,Low,1,Cat_6
3649567,Female,No,21,No,Healthcare,0,Low,4,Cat_4
3715875,Male,Yes,80,No,Lawyer,0,Low,1,Cat_4
3836489,Female,Yes,19,No,Artist,,High,2,Cat_4
3457117,Male,No,33,No,Entertainment,1,Low,1,Cat_6
3843902,Male,Yes,48,Yes,Entertainment,1,Average,6,Cat_6
3862759,Female,No,33,No,Healthcare,8,Low,3,
3561270,Female,No,33,Yes,Engineer,0,Low,3,Cat_1
3791336,Female,No,31,No,Healthcare,1,Low,4,Cat_6
3547201,Female,Yes,48,Yes,Artist,1,Average,2,Cat_6
4045057,Male,Yes,49,No,Engineer,1,Average,8,Cat_4
4078012,Female,Yes,38,No,Artist,1,Low,1,Cat_6
3326139,Female,No,39,Yes,Artist,0,Low,1,Cat_3
3281373,Female,Yes,46,Yes,Entertainment,2,Average,2,Cat_6
4116501,Male,Yes,41,Yes,Artist,8,Average,2,Cat_6
3298056,Female,Yes,31,No,Artist,0,High,3,Cat_4
4154564,Male,Yes,37,Yes,Entertainment,8,Average,2,Cat_6
3296192,Female,Yes,58,No,Engineer,1,Low,1,Cat_6
3843904,Female,Yes,49,Yes,Engineer,1,Average,2,Cat_6
3731028,Female,Yes,47,No,Marketing,2,Low,1,Cat_6
3691220,Male,No,30,Yes,Healthcare,1,Low,4,Cat_6
3599369,Male,No,41,,Entertainment,6,Low,1,Cat_6
4153016,Female,Yes,33,Yes,Doctor,0,Low,2,Cat_6
4147090,Male,No,33,No,Healthcare,0,Low,4,Cat_2
3502250,Male,No,27,Yes,Healthcare,,Low,1,Cat_6
3839355,Male,Yes,45,No,Doctor,8,Low,2,Cat_3
4173257,Female,Yes,45,Yes,Homemaker,1,Low,1,Cat_3
3368010,Female,No,35,No,Marketing,,Low,,Cat_3
3547718,Female,No,21,No,Entertainment,1,Low,4,Cat_6
3584412,Female,No,36,Yes,Artist,9,Low,2,Cat_6
3688972,Female,Yes,56,No,,0,Low,1,Cat_4
4079841,Female,No,28,No,Artist,0,Low,5,Cat_2
3935208,Female,Yes,89,No,Lawyer,0,High,2,Cat_6
3322889,Male,Yes,48,Yes,Executive,1,High,4,Cat_6
3745530,Male,Yes,47,No,Entertainment,0,High,5,Cat_6
3323381,Male,No,23,No,Healthcare,,Low,3,Cat_6
3449347,Female,No,18,No,Healthcare,3,Low,4,Cat_6
4121991,Male,Yes,58,Yes,Lawyer,2,High,2,Cat_6
3934528,Male,Yes,42,No,Entertainment,9,Average,3,Cat_6
3472378,Male,No,22,No,Healthcare,0,Low,3,Cat_6
3852699,Female,Yes,50,Yes,Artist,2,Low,1,Cat_6
3834319,Female,Yes,40,Yes,Entertainment,,Low,2,Cat_6
3527915,Male,Yes,73,No,Executive,0,High,2,Cat_6
3755547,Female,No,27,No,Artist,,Low,,Cat_3
3372348,Male,Yes,40,Yes,Artist,1,Average,3,Cat_6
3428702,Female,Yes,81,No,Lawyer,1,Low,,Cat_3
3935802,Male,,37,Yes,Artist,1,Average,3,Cat_3
3842219,Female,Yes,39,No,Doctor,0,Low,2,Cat_6
3476164,Male,Yes,83,No,Lawyer,0,High,3,Cat_3
3769940,Male,Yes,55,Yes,Artist,0,Low,1,Cat_6
3544352,Male,Yes,51,Yes,Doctor,,Low,3,Cat_6
3318713,Male,Yes,42,No,Engineer,5,Average,4,Cat_4
3413663,Male,Yes,27,Yes,Artist,1,Low,4,Cat_6
3764665,Male,Yes,53,Yes,Executive,1,High,2,Cat_6
4219034,Female,Yes,40,Yes,Engineer,1,Average,7,Cat_6
4015169,Male,Yes,62,Yes,Artist,0,Average,9,Cat_3
3708262,Male,No,21,No,Healthcare,,Low,5,Cat_2
3872041,Male,Yes,40,Yes,Entertainment,1,Average,2,
3564146,Male,No,27,No,Healthcare,1,Low,3,Cat_3
3728883,Female,Yes,84,No,Lawyer,0,High,2,Cat_6
3361880,Male,No,26,No,Doctor,4,Low,,Cat_6
3475843,Male,No,26,No,Artist,11,Low,4,Cat_6
3708023,Male,No,33,Yes,Entertainment,1,Low,1,Cat_6
4179814,Male,No,27,Yes,Artist,0,Low,1,Cat_6
3873422,Female,Yes,46,No,Entertainment,9,Average,5,Cat_4
3651664,Female,No,28,No,Doctor,,Low,5,Cat_2
3672436,Female,No,25,No,Healthcare,1,Low,3,Cat_6
3446258,Female,Yes,47,Yes,Marketing,,Average,3,Cat_6
3538928,Female,No,32,No,Artist,3,Low,4,Cat_6
3657784,Female,No,21,No,Healthcare,6,Low,4,Cat_4
3302635,Male,Yes,73,Yes,Lawyer,1,High,4,Cat_6
3443131,Male,Yes,35,Yes,Artist,0,Average,2,Cat_6
3784294,Male,No,52,Yes,Artist,1,Low,1,Cat_6
3439365,Male,Yes,40,Yes,Artist,1,Low,2,Cat_6
3625579,Male,No,31,Yes,Healthcare,,Low,1,Cat_6
3667616,Female,Yes,88,Yes,Lawyer,1,High,2,Cat_6
3972870,Female,No,39,No,,,Low,1,Cat_6
4083262,Female,No,41,Yes,Artist,1,Low,2,Cat_6
3729091,Female,Yes,73,Yes,Artist,,Average,2,Cat_6
4103159,Male,Yes,45,Yes,Artist,7,Average,5,Cat_6
3445181,Male,Yes,41,No,Entertainment,0,Low,4,Cat_6
3968662,Male,Yes,75,Yes,Lawyer,0,High,2,Cat_6
3396446,Male,No,39,Yes,Entertainment,9,Low,2,Cat_6
3847236,Female,Yes,89,No,Lawyer,0,High,2,Cat_6
3535257,Male,Yes,45,Yes,Doctor,0,Low,1,Cat_6
3697295,Female,Yes,50,Yes,Artist,1,Average,2,Cat_6
4085322,Male,Yes,43,No,Healthcare,6,High,2,Cat_7
3449620,Male,Yes,50,Yes,Executive,4,Average,4,Cat_2
3298436,Female,No,53,No,Entertainment,0,Low,,Cat_6
4146739,Female,,37,No,Engineer,2,Average,3,Cat_4
4061730,Male,No,40,,Artist,8,Low,2,Cat_6
3369327,Male,Yes,76,Yes,Lawyer,1,Low,1,Cat_3
3787418,Female,Yes,27,Yes,Homemaker,,Average,2,Cat_6
4126019,Male,Yes,41,Yes,Artist,1,Low,2,Cat_6
3904789,Male,Yes,50,Yes,Entertainment,3,Low,2,Cat_6
3869774,Male,Yes,56,Yes,Executive,8,High,5,Cat_6
3538970,Male,Yes,28,No,Entertainment,0,Average,2,Cat_4
4105370,Female,No,46,Yes,Marketing,0,Low,,Cat_6
4044421,Female,Yes,72,Yes,Doctor,1,Average,2,Cat_6
4093353,Female,Yes,41,No,Doctor,,Low,1,Cat_7
4222571,Male,No,28,No,Artist,0,Low,2,Cat_6
4123404,Female,Yes,27,Yes,Artist,8,Average,2,Cat_6
3332964,Female,No,32,No,Healthcare,2,Low,4,Cat_4
4066669,Female,No,20,No,Doctor,9,Low,4,Cat_6
4098802,Male,Yes,45,Yes,Executive,1,Low,5,Cat_6
3546183,Male,No,59,Yes,Artist,1,Low,2,Cat_6
3542434,Female,No,46,Yes,Marketing,1,Low,1,Cat_6
3897620,Male,Yes,46,Yes,Artist,1,Average,3,Cat_6
3381724,Male,No,41,Yes,Artist,9,Low,2,Cat_6
3991750,Male,Yes,70,Yes,Lawyer,1,High,2,Cat_6
3548914,Female,,25,Yes,Homemaker,,Low,1,Cat_6
4092983,Male,Yes,42,Yes,Artist,9,Average,3,Cat_6
3299689,Female,Yes,60,No,Engineer,1,High,9,Cat_4
3378950,Male,No,37,Yes,Engineer,9,Low,1,Cat_6
3741836,Male,No,18,No,Healthcare,0,Low,7,Cat_3
3599454,Male,Yes,52,Yes,Artist,1,Average,3,Cat_6
3789542,Female,No,32,No,Artist,2,Low,4,Cat_2
3441970,Male,Yes,74,No,Lawyer,8,Low,1,Cat_6
4172774,Male,Yes,29,Yes,Healthcare,1,Average,2,Cat_6
3339002,Male,Yes,37,Yes,Entertainment,0,Average,3,Cat_6
3698576,Male,Yes,45,No,Entertainment,1,Average,3,Cat_6
3726920,Male,No,22,No,Healthcare,1,Low,4,Cat_6
3336575,Female,Yes,60,Yes,Engineer,0,Low,,Cat_3
4101190,Female,Yes,51,Yes,Artist,8,Average,2,Cat_6
3761641,Male,Yes,59,Yes,Artist,0,Average,2,Cat_6
3296731,Male,Yes,55,Yes,Artist,1,Average,2,Cat_7
3933976,Male,No,22,No,Healthcare,2,Low,3,Cat_4
3887355,Male,No,18,No,Artist,,Low,4,Cat_4
4127791,Female,Yes,84,No,Lawyer,0,High,2,Cat_6
3686111,Male,No,35,Yes,Artist,,Low,1,Cat_6
4019420,Male,Yes,50,Yes,Entertainment,0,Average,3,Cat_6
3525750,Male,Yes,73,Yes,Artist,5,High,3,Cat_6
4173702,Female,No,23,No,Engineer,1,Low,4,Cat_6
3535714,Male,No,30,Yes,Entertainment,,Low,5,Cat_3
4099494,Female,No,21,Yes,Healthcare,0,Low,5,Cat_2
3951901,Male,No,18,No,Healthcare,1,Low,4,Cat_6
3788342,Male,Yes,46,Yes,Artist,0,Average,3,Cat_6
4176044,Male,No,32,Yes,Entertainment,9,Low,2,Cat_6
3481163,Female,No,36,Yes,Healthcare,6,Low,3,Cat_2
3374600,Male,Yes,37,No,Doctor,9,Low,2,Cat_6
3555922,Male,No,42,Yes,Entertainment,1,Low,1,Cat_7
3695810,Male,Yes,35,Yes,Doctor,1,Low,,Cat_4
3408291,Female,Yes,42,Yes,Healthcare,9,Average,2,Cat_6
3547397,Female,No,33,No,Homemaker,9,Low,1,Cat_6
4077464,Female,Yes,35,No,Engineer,1,High,2,
3866411,Female,Yes,59,Yes,Artist,0,Average,5,Cat_6
3973746,Male,Yes,70,Yes,Artist,1,Low,1,Cat_6
4105236,Male,Yes,53,No,Entertainment,1,Low,1,Cat_6
4092412,Female,Yes,80,No,Lawyer,1,High,2,Cat_6
4007280,Male,Yes,56,No,Executive,,High,3,Cat_6
3325820,Male,Yes,39,Yes,Artist,0,Average,2,Cat_2
3734483,Female,Yes,73,Yes,Artist,,Average,3,Cat_3
3476717,Female,Yes,58,Yes,Artist,0,Average,5,Cat_6
3802929,Female,No,30,No,Homemaker,8,Low,9,Cat_4
4207692,Female,No,23,No,Healthcare,0,Low,3,Cat_6
3806437,Male,Yes,59,Yes,Artist,9,Average,4,Cat_6
3778309,Female,Yes,56,Yes,Doctor,0,Low,2,Cat_6
4072718,Female,Yes,40,Yes,Artist,8,Low,1,Cat_6
3571938,Female,Yes,68,Yes,Artist,1,Low,2,Cat_6
3813735,Male,No,29,Yes,Artist,1,Low,6,Cat_6
4098453,Female,Yes,55,Yes,Artist,1,Average,3,Cat_6
3956758,Male,No,21,No,Healthcare,1,Low,4,Cat_6
3995424,Female,No,19,No,Engineer,1,Low,4,Cat_6
4094671,Female,Yes,41,No,Healthcare,1,Average,4,Cat_6
3746525,Male,No,41,Yes,Artist,4,Low,1,Cat_3
4068665,Male,No,33,No,Doctor,1,Low,2,Cat_3
3427716,Male,Yes,31,No,Artist,,Average,2,Cat_6
4172221,Male,No,41,Yes,Artist,6,Low,1,Cat_3
3765213,Male,Yes,35,Yes,Executive,0,High,4,Cat_6
3487448,Male,Yes,41,Yes,Entertainment,9,Average,2,Cat_6
3288179,Male,Yes,81,Yes,Lawyer,,High,2,Cat_6
3894602,Male,No,26,No,Healthcare,0,Low,3,Cat_6
4132238,Male,Yes,42,No,Executive,3,High,5,Cat_6
4023370,Female,Yes,53,Yes,Artist,0,Average,2,Cat_6
3486008,Female,Yes,33,Yes,Entertainment,3,Average,3,Cat_4
3715655,Male,Yes,39,Yes,Artist,0,Low,2,Cat_6
3745224,Male,Yes,83,Yes,Executive,,High,2,Cat_6
3711187,Female,No,25,No,Artist,6,Low,3,Cat_6
3371100,Male,No,40,Yes,Entertainment,0,Low,2,Cat_2
4218141,Female,No,22,No,Healthcare,0,Low,4,Cat_3
4062678,Female,Yes,37,Yes,Artist,1,Average,2,Cat_6
4159649,Female,Yes,65,Yes,Artist,0,Low,2,Cat_6
3648128,Male,Yes,49,Yes,Artist,0,Average,2,Cat_6
3567817,Female,Yes,38,Yes,Engineer,1,Low,2,Cat_6
4046357,Female,Yes,65,Yes,Artist,0,Average,2,Cat_6
3982138,Female,Yes,48,No,Engineer,0,Average,5,
3788029,Male,Yes,52,Yes,Entertainment,1,Low,4,Cat_2
3864215,Male,Yes,73,Yes,Lawyer,2,Low,1,Cat_6
3678156,Female,No,48,Yes,Engineer,1,Low,1,Cat_6
3828079,Male,No,25,Yes,Doctor,8,Low,2,Cat_6
3542985,Male,No,31,Yes,Healthcare,9,Low,3,Cat_7
3736922,Male,No,25,No,Entertainment,8,Low,9,Cat_6
3977125,Male,No,21,No,Doctor,0,Low,,Cat_6
3336296,Male,No,20,No,Healthcare,0,Low,4,Cat_6
3656022,Male,No,25,No,Executive,0,Low,3,Cat_6
3651688,Male,Yes,25,Yes,Artist,8,Low,2,Cat_7
3824872,Male,No,29,No,Entertainment,1,Low,3,Cat_6
3676136,Female,Yes,72,No,Entertainment,7,Average,3,Cat_6
4043592,Male,Yes,48,Yes,Artist,0,High,2,Cat_6
4152949,Male,No,28,No,Doctor,1,Low,5,Cat_2
3758880,Female,Yes,42,Yes,Artist,3,High,3,Cat_2
3356832,Female,Yes,32,Yes,Artist,8,Low,3,Cat_6
3618367,Male,Yes,49,Yes,Artist,0,Low,1,Cat_6
4082002,Female,Yes,55,Yes,Artist,1,Average,2,Cat_6
3478659,Female,Yes,40,Yes,Artist,0,Average,3,Cat_6
3762922,Female,No,37,Yes,Doctor,0,Low,3,Cat_6
3822182,Male,No,27,No,Healthcare,3,Low,4,Cat_6
4082089,Female,Yes,32,Yes,Homemaker,4,High,2,Cat_3
3696890,Male,Yes,36,No,Executive,7,High,4,Cat_6
3472951,Female,No,28,Yes,Homemaker,11,Low,1,
4206324,Male,Yes,72,No,Entertainment,0,Average,,Cat_1
4027650,Male,No,18,No,Entertainment,1,Low,4,Cat_6
3912702,Female,No,36,Yes,Artist,1,Low,1,Cat_4
